genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
circuit,0.007905883,0.719466667,377734.7865,0.897335714,0.65288746,0.232538016,-5.982954762,0.092048016,127.7651667,0.374910317,2.580952381,7,1
circus,0.191,0.567,348560,0.585,3.10E-05,0.241,-10.265,0.025,83.931,0.383,53,2,0
city pop,0.129642857,0.660571429,280646.4286,0.677714286,0.00023406,0.082114286,-6.150142857,0.032428571,125.1152857,0.675142857,42.28571429,3,1
classic afrobeat,0.2860875,0.598475,309709.7,0.7803,0.031697725,0.17424,-7.8961375,0.09921125,106.624975,0.763875,32,0,1
classic arab pop,0.73751361,0.475354796,463745.0135,0.369218172,0.113108569,0.289386369,-11.44701778,0.056910018,112.8502444,0.50807714,21.38450198,0,1
classic australian country,0.602,0.556,194057.7,0.4481,1.27E-05,0.18659,-10.6553,0.03603,109.9919,0.5592,31.7,6,1
classic belgian pop,0.182927083,0.618916667,206664.2917,0.757,0.000216099,0.094104167,-7.275416667,0.059216667,131.1131667,0.6975,29.83333333,7,1
classic bhangra,0.347,0.724,319071.3333,0.908666667,0.26400841,0.1804,-6.616,0.046333333,105.3646667,0.874,21.66666667,2,0
classic bollywood,0.793615666,0.520472091,260996.5985,0.40007099,0.234801662,0.238684181,-11.71606412,0.093571516,109.1924027,0.65882583,15.16027863,9,1
classic canadian rock,0.156154104,0.578431792,248734.8289,0.632932911,0.0523089,0.165803798,-10.38556263,0.046437437,125.6025097,0.621726051,37.74858886,9,1
classic cantopop,0.609916193,0.524720439,237224.6957,0.380582107,0.006485436,0.199723939,-11.96203937,0.033710912,119.1979843,0.375757794,39.95292785,7,1
classic city pop,0.304624314,0.702240186,263641.388,0.634593421,0.029145904,0.15649115,-8.680574701,0.046264183,122.9494138,0.73767499,35.5048322,9,1
classic colombian pop,0.509986321,0.675630929,195492.7101,0.50082569,0.093640469,0.19293959,-9.623959798,0.057680108,116.1397136,0.768595139,20.61894851,10,1
classic country pop,0.499230637,0.601603487,183795.8454,0.459657794,0.016097742,0.173092516,-11.75011964,0.041134763,113.497956,0.636726515,33.96714341,7,1
classic czech pop,0.943044444,0.296044444,172446.4222,0.262822222,0.368122856,0.228924444,-13.85402222,0.036404444,76.82944444,0.395577778,5.844444444,8,1
classic danish pop,0.572266032,0.66956746,209144.2937,0.412720635,0.175857303,0.183296825,-11.3327619,0.17265119,109.3280476,0.677626984,20.73809524,7,1
classic dubstep,0.095502783,0.534275,337680.0667,0.609966667,0.439351115,0.186643333,-8.423841667,0.0696525,138.5329167,0.356758333,14.35,7,1
classic eurovision,0.956,0.387,165693,0.25,8.88E-06,0.181,-10.983,0.0361,109.328,0.305,0,10,1
classic finnish pop,0.673,0.775,151480,0.487,0,0.203,-11.048,0.122,127.385,0.921,40,2,0
classic french pop,0.543791667,0.567208333,189600.3333,0.591458333,0.0088857,0.2871625,-10.16379167,0.045370833,150.0160417,0.79,39.20833333,7,1
classic garage rock,0.3004309,0.504208538,186994.7905,0.607449837,0.06057681,0.187469575,-10.41463842,0.049605447,123.6324143,0.662160489,30.50682525,9,1
classic girl group,0.504284226,0.554191498,162337.1805,0.587065855,0.013272028,0.207047203,-8.344830396,0.0659434,120.0172664,0.662220472,34.86041309,0,1
classic greek pop,0.775070912,0.523775971,192537.4399,0.421037489,0.247385811,0.18473645,-11.65254652,0.044176603,115.4266373,0.613574526,25.02710027,2,0
classic hardstyle,0.033511661,0.53062595,246383.939,0.921601227,0.20976653,0.190367544,-4.7432633,0.108187799,141.9955491,0.287473064,11.78447571,5,0
classic hungarian pop,0.648166667,0.597,733455.6667,0.245166667,0,0.2145,-20.75933333,0.8545,93.50283333,0.314333333,1,7,1
classic icelandic pop,0.2743725,0.38475,304919.25,0.641,0.455875,0.52125,-8.82875,0.0537,138.28925,0.0779,23.75,9,1
classic indo pop,0.18854668,0.443386667,263783.2,0.716933333,0.130969999,0.294306667,-4.839973333,0.036081333,127.5370667,0.45656,26.94666667,9,1
classic iskelma,0.709,0.8126,191480,0.5046,0.1456,0.3038,-9.8728,0.0712,118.6122,0.9754,21.6,11,0
classic israeli pop,0.653293258,0.604646104,178894.3153,0.419122024,0.025385017,0.13090053,-12.04091775,0.064246429,117.8269931,0.59916829,34.21125541,2,1
classic italian folk pop,0.917744344,0.41393241,186158.6606,0.206876471,0.175738165,0.249342788,-14.91889678,0.041956448,102.5457653,0.447156957,5.943721719,10,1
classic italian pop,0.619322327,0.501801285,225309.8795,0.425338254,0.047809642,0.216024069,-11.77142129,0.050067649,115.4962786,0.503815711,34.67667418,0,1
classic j-pop,0.137566943,0.518230769,285836.4573,0.753871795,0.059724055,0.246360684,-6.563837607,0.055827778,133.2566325,0.476692308,44.7991453,10,1
classic j-rock,0.118030135,0.574961012,408749.8702,0.775519048,0.566710221,0.212923452,-7.460139286,0.05887628,129.3022476,0.570319345,19.92083333,2,1
classic japanese jazz,0.590663385,0.566136752,306642.774,0.39051265,0.471655068,0.106272632,-15.68193744,0.040175556,103.7294778,0.511241111,31.20940171,9,1
classic korean pop,0.430175,0.479333333,231352.875,0.382020833,0.01489627,0.118408333,-13.97720833,0.041629167,109.2800833,0.250458333,30.29166667,5,1
classic latvian pop,0.795,0.267,182860,0.38,7.20E-05,0.0978,-10.589,0.03285,96.3045,0.2069,0,3,1
classic luk thung,0.0535,0.6295,245880,0.591,1.92E-06,0.19595,-6.568,0.02665,145.9875,0.429,13,11,1
classic mandopop,0.56121636,0.537916938,265686.8451,0.418821386,0.0020161,0.233942433,-11.19578771,0.03521815,112.5031658,0.367505179,43.02186411,7,1
classic norwegian pop,0.64046,0.5388,214631.8,0.4882,5.37E-05,0.10264,-10.9244,0.04748,138.0836,0.6976,24.8,8,1
classic nz pop,0.223218519,0.632018519,205143.7593,0.766203704,0.000376856,0.223566667,-7.074833333,0.044303704,124.4822222,0.858444444,26.14814815,5,1
classic opm,0.537565131,0.499189404,252254.9462,0.3969138,0.003555679,0.205714384,-12.29938707,0.038339767,127.3543008,0.410929067,43.86983083,0,1
classic pakistani pop,0.845974517,0.532759661,258550.5443,0.404481733,0.187435598,0.234215529,-11.22366102,0.07710811,103.556367,0.667659815,15.78772177,5,1
classic persian pop,0.694365079,0.501949206,300403.7206,0.45827619,0.028383231,0.197498413,-10.28259365,0.080757143,121.6185397,0.561079365,31.85714286,11,0
classic peruvian pop,0.819217647,0.645891176,190194.2324,0.615858824,0.001742272,0.203378824,-10.22631765,0.066324706,137.6797059,0.849158824,10.70294118,2,1
classic polish pop,0.454033333,0.60175,193977.8333,0.481666667,0.0762431,0.28275,-9.8895,0.038641667,101.1493333,0.678166667,45.75,0,1
classic praise,0.545619667,0.370086667,234168.9867,0.32783,0.001558451,0.222562833,-15.064375,0.039200333,108.3927017,0.362675,37.315,7,1
classic progressive house,0.01100092,0.584525,273176.325,0.832225,0.525821,0.4180525,-9.9759,0.075425,134.659325,0.36565,9.875,1,1
classic psychedelic rock,0.431671725,0.3607875,220803.6,0.458775,0.086143782,0.1639675,-11.4014375,0.0393625,123.5289125,0.3320125,17.4125,9,1
classic punjabi pop,0.7075,0.627125,272960,0.649875,0.013702712,0.290275,-7.091625,0.0741875,140.91375,0.790625,12.25,10,1
classic rock,0.266787669,0.525019653,256842.2948,0.606666601,0.083435277,0.215041918,-10.38416443,0.062685168,123.3384868,0.57972663,34.26761422,9,1
classic russian pop,0.671469567,0.636698954,183921.028,0.412269372,0.031433428,0.190280303,-12.23491522,0.097435534,109.0553957,0.72756241,25.32665945,10,0
classic russian rock,0.160105625,0.5514625,269046.9,0.65596875,0.093184749,0.25979125,-9.72745,0.03305625,131.5190062,0.50780625,46.64375,4,1
classic schlager,0.558898836,0.552009524,214341.2323,0.378295556,0.054032117,0.247428836,-13.21203598,0.064998571,112.3361429,0.490577249,30.84656085,3,1
classic soul,0.411295781,0.583040485,234765.971,0.517817601,0.056306813,0.184978806,-10.82280965,0.052467198,118.7326032,0.664330903,33.03620588,7,1
classic soundtrack,0.752802085,0.326156906,229256.7843,0.289117528,0.57945194,0.187752279,-15.81864537,0.054549184,103.7418802,0.295232761,18.02761277,7,1
classic swedish pop,0.531924344,0.522779794,194755.2342,0.512137852,0.086091705,0.221318209,-10.97227592,0.054681482,115.2442163,0.628414005,28.36944949,10,1
classic thai pop,0.4194148,0.633628571,238055.5257,0.528417143,0.035068112,0.148338857,-7.085228571,0.032780286,123.3777029,0.434808,7.245714286,2,1
classic tunisian pop,0.176,0.807,281443,0.639,0.0001,0.059,-11.604,0.0416,103.956,0.692,49,0,1
classic turkish pop,0.604583333,0.575583333,201316.3333,0.514416667,0.005963783,0.25325,-10.89433333,0.080891667,91.83058333,0.56675,44.08333333,3,1
classic uk pop,0.379113509,0.554407866,224907.7992,0.561783713,0.045429234,0.18946488,-10.31621774,0.053958442,120.3106162,0.620835968,36.93616392,7,1
classic venezuelan pop,0.553158898,0.605840092,218236.0565,0.632669972,0.05550824,0.135731239,-9.400005459,0.061358448,121.8388343,0.782653743,33.17606209,7,1
classical,0.918070265,0.318883407,313136.2927,0.168495545,0.566995853,0.180735949,-20.59511581,0.056447833,102.7377654,0.229906705,15.47215039,7,1
classical accordion,0.223,0.348,153067,0.393,0,0.151,-9.787,0.03,132.069,0.357,62,1,1
classical baritone,0.942666406,0.327115078,250083.7176,0.18774653,0.145761119,0.212363367,-17.55006067,0.069386977,103.6576348,0.23802957,9.08994779,2,1
classical bass,0.965761353,0.300320899,311261.4388,0.198859292,0.139451886,0.256617929,-19.11586919,0.069313066,93.64097142,0.198519818,12.16284047,5,1
classical cello,0.893053782,0.287108555,267766.5933,0.137787845,0.779840167,0.132869179,-23.30111884,0.049537308,105.6062072,0.221298989,24.2066171,7,1
classical clarinet,0.926542526,0.29361918,321908.6997,0.14867037,0.724996844,0.15508545,-20.53867328,0.047783003,103.815211,0.290777381,24.77513228,2,1
classical contralto,0.975700529,0.323153439,285878.0217,0.162645714,0.207212252,0.182068677,-19.80986402,0.077318942,107.9083529,0.230445503,9.144973545,7,1
classical countertenor,0.939145833,0.2803125,289369.2292,0.077867083,0.23258324,0.107085417,-24.2471875,0.055725,118.4054167,0.213375,31.02083333,7,0
classical era,0.962352882,0.37397285,263070.3981,0.161951425,0.514500923,0.156914216,-19.40341278,0.05031392,109.6832525,0.35511524,7.980985214,10,1
classical flute,0.84236587,0.360974286,452693.88,0.214753905,0.693374823,0.138199714,-20.90704667,0.047322476,103.033161,0.292232,28.14571429,5,1
classical guitar,0.980668255,0.403388352,222009.6414,0.08647295,0.904138071,0.105584605,-26.9748035,0.053281977,109.9338606,0.301790495,28.58076381,4,1
classical guitar quartet,0.991,0.637,258000,0.0193,0.908,0.114,-24.66,0.0637,126.786,0.139,36,2,1
classical harp,0.868066667,0.408533333,239523.6,0.184230667,0.638921,0.105106667,-23.81843333,0.04391,99.5528,0.237406667,37.7,6,1
classical horn,0.976757576,0.214072727,366864.1061,0.035932424,0.737654545,0.136840909,-26.36013636,0.041812121,84.90166667,0.157063636,40.51515152,3,1
classical mandolin,0.793166667,0.464,261033.3333,0.4075,0.313366667,0.2083,-12.81683333,0.087666667,120.333,0.42725,46.66666667,7,1
classical mezzo-soprano,0.961984787,0.287064643,351701.6877,0.171044799,0.146812743,0.270208704,-19.12960994,0.06573437,99.72391311,0.165774413,16.46947378,2,1
classical oboe,0.913277778,0.241711111,343334.8889,0.103883333,0.850222222,0.104655556,-22.65522222,0.045227778,80.30094444,0.180627778,32.22222222,10,1
classical organ,0.825863428,0.208795055,305642.8455,0.146789867,0.505977897,0.167276191,-20.28135964,0.050854378,105.0161649,0.193909597,27.09900643,7,1
classical performance,0.909864876,0.31176382,329335.976,0.154888403,0.567390049,0.176164498,-21.8361751,0.053490069,103.9069231,0.230662921,27.65992219,2,1
classical piano,0.979553775,0.327133592,310681.1754,0.070528247,0.87814802,0.11205837,-27.52043694,0.04543675,97.42068299,0.17770371,34.07084982,1,1
classical piano duo,0.99,0.38,138933,0.0774,0.919,0.102,-21.466,0.0484,80.8,0.418,33,6,1
classical piano trio,0.983333333,0.309666667,356422.3333,0.091266667,0.569,0.140133333,-26.24433333,0.038966667,92.32033333,0.2623,36.33333333,7,0
classical saxophone,0.5280964,0.30968,331599.28,0.40588,0.33674,0.1774,-18.23348,0.04818,134.60628,0.308716,40,5,1
classical soprano,0.938576728,0.310112464,276433.9303,0.180281012,0.096120998,0.229933623,-18.63402013,0.071487957,100.6578302,0.172140492,13.69331894,2,1
classical tenor,0.942480179,0.308673016,289356.0064,0.187194692,0.116213632,0.230705972,-18.10577264,0.062295141,100.0614103,0.188051218,17.80110785,2,1
classical trumpet,0.929353365,0.389776442,205480.3534,0.232289038,0.749709797,0.24504976,-18.21401202,0.056684615,121.4313101,0.364684135,21.12980769,3,1
classify,0.595527219,0.531435119,249573.2847,0.391038985,0.50362433,0.154594911,-12.93847792,0.065585324,115.6453886,0.447704499,30.38242448,10,1
clawhammer banjo,0.9675,0.528,187023.5,0.2795,0.30800207,0.2285,-12.4625,0.0703,140.8335,0.4155,7,9,1
clean comedy,0.729167031,0.57640843,217190.3165,0.636147306,0.007455379,0.728445749,-13.97750697,0.779634133,105.0933033,0.436038474,24.62674363,8,1
cleveland metal,0.244459788,0.369945455,212508.5591,0.721259091,0.320837892,0.132328636,-8.300704545,0.088011818,118.4586682,0.286466364,21.8,8,1
coco,0.5669,0.6834,197352.3,0.8295,7.00E-06,0.30721,-6.2752,0.05441,93.1757,0.9366,30.7,9,1
collage pop,0.381438889,0.667388889,226564.3333,0.606277778,0.143228906,0.168661111,-8.537111111,0.081672222,146.5218889,0.392611111,47.27777778,6,1
college a cappella,0.751,0.639,234293,0.433,1.50E-05,0.112,-8.413,0.0245,76.023,0.223,0,9,1
college marching band,0.453,0.53,98920,0.478,0.984,0.112,-16.418,0.0368,69.509,0.597,5,10,0
cologne electronic,0.153438667,0.5257,357439.6667,0.412,0.801333333,0.100066667,-12.68166667,0.0428,134.8913333,0.241966667,1.666666667,7,1
cologne indie,0.0944,0.705,819510,0.969,0.874,0.227,-5.952,0.0502,123.993,0.541,0,9,1
colombian electronic,0.01250211,0.7934,416835.15,0.606,0.894,0.13162,-9.9608,0.09017,127.78625,0.3986,0,10,1
colombian hip hop,0.0568792,0.7188,326007.4,0.8224,0.314,0.14596,-6.3864,0.21336,143.5034,0.5454,15.2,4,0
colombian indie,0.00904,0.802,410212,0.868,0.896,0.0444,-6.258,0.0537,127.011,0.148,0,2,1
colombian pop,0.273533693,0.690849832,236100.1776,0.70933826,0.002778014,0.150182152,-6.4419998,0.065836538,120.7178968,0.688889228,48.01742365,0,1
colombian rock,0.197952333,0.689979167,271617.3958,0.770770833,0.188760744,0.161625,-7.9720625,0.05099375,117.0026458,0.8115625,39.70833333,4,1
comedia,0.00349,0.806,346000,0.912,0.396,0.0701,-4.685,0.0533,123.002,0.428,7,8,1
comedy,0.69527892,0.54669869,252044.1437,0.705744381,0.016459658,0.646797842,-11.9512592,0.684834911,101.7408293,0.423469129,28.23093662,6,1
comedy rap,0.097133201,0.664358117,235689.2549,0.743876299,7.59E-06,0.158781136,-5.316168506,0.282318182,121.2915805,0.697448701,45.20551948,7,1
comedy rock,0.228968465,0.56153259,209021.3902,0.711685249,0.000580802,0.197663208,-7.504302744,0.086905918,123.3544383,0.626928816,43.70668954,2,1
comic,0.448082748,0.576747958,218968.2277,0.655309338,0.04705886,0.401130435,-9.679609527,0.294219473,117.2199755,0.558035487,35.45043456,1,1
comic metal,0.119463669,0.526949881,216930.2598,0.789327807,0.15104201,0.351321895,-6.790738146,0.121677097,118.7177665,0.45326596,43.09976233,2,1
commons,7.60E-05,0.705,381169,0.697,0.848,0.0372,-9.501,0.0757,133.977,0.553,0,10,0
complextro,0.062032161,0.493630602,430944.7255,0.829778711,0.289776877,0.296561555,-5.863954132,0.084652416,136.7113494,0.395084104,22.69152661,1,1
compositional ambient,0.717302427,0.36573853,317792.9178,0.267252259,0.712543083,0.146005674,-19.24683439,0.046122954,111.9190087,0.235522972,39.55179518,10,1
concert band,0.936516667,0.278954167,319178.8792,0.166804167,0.654325948,0.466066667,-22.95757917,0.073925,126.2034417,0.22089375,2.4625,2,1
connecticut hardcore,0.0007938,0.406446429,131165.5714,0.918071429,0.124102536,0.155614286,-5.749410714,0.089308929,132.041625,0.386625,38.73214286,7,1
conscious hip hop,0.174738599,0.680901243,256169.5934,0.673939949,0.056897038,0.217725273,-7.944689937,0.236913084,107.6026639,0.573849082,44.53127614,1,1
contemporary choir,0.983,0.293,281587,0.193,0.000198,0.113,-14.149,0.036,109.075,0.0967,2,3,1
contemporary classical,0.8365286,0.290957662,375928.3783,0.166699142,0.487710387,0.177992059,-23.16925496,0.060090244,99.01480334,0.19065632,18.36358351,7,1
contemporary classical piano,0.933389773,0.315765909,360308.008,0.092843341,0.48200871,0.200533523,-25.81781136,0.079913068,80.92344773,0.153515909,20.6,4,1
contemporary country,0.21751082,0.58745401,219358.5371,0.687716496,0.039441646,0.184203161,-6.527861061,0.054958884,127.1383825,0.547536288,52.25760186,7,1
contemporary folk,0.767166667,0.511083333,241922.0833,0.184533333,0.001740445,0.16545,-16.94016667,0.033575,129.2068333,0.460333333,31.91666667,7,1
contemporary gospel,0.423316848,0.507625212,320608.7447,0.611470046,0.000478489,0.326828979,-9.733518078,0.085843293,117.4991452,0.5219067,26.84907068,6,1
contemporary jazz,0.721318144,0.437111163,349614.1584,0.282940618,0.521865337,0.164554235,-17.12955262,0.050508099,112.28888,0.339813769,34.68268412,5,1
contemporary post-bop,0.74642779,0.484610025,355449.0122,0.316160097,0.432711309,0.184772887,-15.57268582,0.052062825,111.3497866,0.451690682,24.53512689,5,1
contemporary vocal jazz,0.806212572,0.537337364,241440.2847,0.261458297,0.026149361,0.138588821,-13.53393705,0.044248207,113.7124719,0.370845061,48.35981831,1,1
contrabass,0.907714286,0.102661905,453930.7143,0.125066667,0.812809524,0.100080952,-21.2557619,0.040014286,80.95961905,0.054104762,44.0952381,5,1
cool jazz,0.774124448,0.509457716,325263.6668,0.303644106,0.411924151,0.184142409,-15.18711711,0.055267941,112.7634784,0.479902091,20.64045277,5,1
copla,0.821398152,0.518522444,188697.3258,0.329631008,0.007466239,0.151896943,-9.28409757,0.077476703,112.8640899,0.58226917,14.65885841,3,1
cornish folk,0.487925037,0.4538125,139635.875,0.4382725,0.183616594,0.30855,-14.576,0.118475,132.7400625,0.44796875,32,7,1
cornwall indie,0.00172,0.129,278143,0.994,0.643,0.313,-4.955,0.155,163.979,0.0346,2,3,1
corrido,0.385213301,0.686478463,204327.0794,0.631810523,0.050231899,0.163288262,-6.704193159,0.070185812,126.5149786,0.789585183,50.17949735,7,1
corridos tumbados,0.331968632,0.686894875,216602.9093,0.618309122,0.139844172,0.153137971,-7.456221685,0.059834742,118.9567933,0.72494457,57.32897849,6,1
corrosion,0.022892755,0.480017241,241376.5374,0.816020115,0.456877541,0.31611092,-10.29068966,0.052997414,143.5682414,0.528054598,31.88505747,9,1
cosmic american,0.50637643,0.498676445,211088.5357,0.502382736,0.122085577,0.179786865,-11.86202943,0.052790926,116.660394,0.604857724,29.86169691,9,1
cosmic black metal,0.0849495,0.2117625,487343.875,0.907875,0.59,0.26845,-11.230125,0.1287125,122.70675,0.041625,3.875,6,1
cosmic post-rock,0.094217167,0.540666667,266905.8333,0.669833333,0.786666667,0.1017,-7.642166667,0.027466667,105.526,0.41205,24.5,7,1
cosmic uplifting trance,0.000298361,0.457533333,234767.4625,0.968804167,0.685557292,0.415450417,-7.352441667,0.079275417,137.8902,0.357004167,7.3875,7,1
country,0.309916215,0.590016608,212072.5799,0.596913992,0.028688522,0.177801937,-8.67343495,0.047693433,122.5562083,0.57720466,42.56606417,7,1
country blues,0.773563488,0.598071339,207479.2804,0.342406812,0.101582522,0.194922749,-12.75115902,0.066087224,114.330336,0.594069313,20.87994744,2,1
country boogie,0.79166606,0.737526715,152274.7322,0.420756527,0.280337323,0.161313297,-11.19006922,0.093757316,134.8909223,0.861498118,10.49574985,7,1
country dawn,0.290414289,0.58736051,227644.0936,0.618299228,0.042063829,0.1862997,-7.493887207,0.051373554,124.3654637,0.512353897,43.10397858,7,1
country gospel,0.696487909,0.546516959,174362.9852,0.389751673,0.020911107,0.217201585,-11.43639088,0.068927683,114.7219303,0.5904882,23.06121964,2,1
country pop,0.211332466,0.576071285,204113.0925,0.69636129,0.029162936,0.175152373,-6.024416153,0.048463188,131.1713719,0.571067892,55.74632952,7,1
country quebecois,0.325,0.659,223533,0.346,0,0.0787,-11.038,0.0263,111.238,0.174,51,10,1
country rap,0.124718975,0.708161221,223814.2589,0.682377431,0.005615898,0.144505549,-6.715051503,0.127838021,119.4299523,0.520196093,54.39723714,11,1
country road,0.236055474,0.583067318,217987.4914,0.66470004,0.025677601,0.181566082,-6.971815703,0.051120581,125.3590373,0.546658898,48.45946923,7,1
country rock,0.35505486,0.568069834,231097.6006,0.537604263,0.058025774,0.192449102,-11.09682537,0.049195623,121.329813,0.605614577,34.54597631,7,1
coverchill,0.92,0.696,204972,0.24,0.4555,0.1268,-16.0705,0.14295,106.914,0.506,12,10,1
cowboy western,0.710977027,0.579592102,172513.1734,0.377979437,0.006439089,0.158735519,-12.45252914,0.058668406,118.3142389,0.55534865,28.60560465,4,1
cowpunk,0.155230235,0.558065949,223519.0961,0.690863961,0.118072988,0.246277821,-9.931741467,0.062324403,135.4243604,0.620043432,27.94558555,9,1
crack rock steady,0.11507,0.458375,169109.75,0.958,0.07734471,0.288125,-4.08525,0.137125,105.385,0.549125,44,11,1
croatian electronic,0.000745667,0.651666667,371561.6667,0.696666667,0.731666667,0.072133333,-8.219666667,0.060633333,128.0086667,0.582333333,0,2,0
croatian folk,0.778,0.322,241520,0.566,0.00101,0.366,-5.181,0.0324,97.191,0.282,0,2,1
croatian pop,0.3135,0.5852,236194.55,0.73105,0.040772856,0.139665,-5.8501,0.054305,123.51345,0.56645,32.6,7,0
croatian rock,0.378775,0.573375,233643.125,0.691125,3.10E-06,0.11925,-6.26625,0.0469375,122.3965,0.52525,40.5,7,1
crossover prog,0.03555,0.3175,495553,0.623,0.1283,0.54,-9.3295,0.05975,131.6765,0.05275,0,5,1
crossover thrash,0.009495009,0.320656219,210161.3976,0.893761658,0.252666298,0.202626046,-9.821246435,0.089930575,119.3126787,0.356667723,32.25742217,11,1
crunk,0.074694238,0.770918812,260253.2314,0.696714289,0.009708746,0.226099854,-6.199383856,0.203825292,121.1655977,0.583574837,46.86509916,1,1
crust punk,0.025504309,0.316958421,150104.9699,0.92179755,0.21875462,0.226238396,-7.949808331,0.124545135,129.4913934,0.356849523,27.38036269,9,1
cuarteto,0.2695025,0.66775,282666.5,0.74925,8.10E-07,0.184575,-6.981,0.055525,116.46125,0.782,54,9,1
cuatro venezolano,0.4753,0.644675,267031.2,0.576875,0.020688542,0.1497475,-8.07605,0.05992,127.30825,0.554975,21,5,1
cuban rumba,0.68602982,0.587887097,223280.6728,0.524881781,0.221133511,0.170449822,-10.60078455,0.09488401,113.2477334,0.754253962,19.58520173,7,1
cubaton,0.345886429,0.695071429,237084.8357,0.726657143,3.30E-05,0.172862857,-5.5196,0.094154286,101.1395286,0.78355,40.97857143,7,1
cumbia,0.345466876,0.711477671,225006.306,0.622728605,0.026343852,0.134151381,-7.366712857,0.077403442,120.1672692,0.832288583,39.8454246,7,1
cumbia andina mexicana,0.413754464,0.698607143,245129.7768,0.567950893,5.00E-05,0.146918304,-6.837321429,0.050149554,109.6185045,0.823473214,51.85267857,6,1
cumbia chilena,0.1665,0.7985,247706.5,0.7875,4.62E-05,0.10915,-4.8815,0.0453,96.0165,0.8815,56,7,1
cumbia colombiana regia,0.272925,0.722729167,223150.0625,0.641666667,0.000568388,0.129758333,-6.659083333,0.091685417,110.0845,0.9145625,34.79166667,11,1
cumbia ecuatoriana,0.363776786,0.724928571,214921.2589,0.688455357,0.14600541,0.319151786,-6.671401786,0.053125,116.1698036,0.854741071,22.30357143,5,0
cumbia funk,0.073766667,0.662,316839.6667,0.681,0.298334427,0.1749,-10.032,0.057033333,141.476,0.842666667,23.66666667,4,0
cumbia lagunera,0.363242992,0.747930398,242129.517,0.588499053,0.011653668,0.15524285,-8.828057292,0.144313021,133.6002907,0.826935133,42.76751894,7,1
cumbia paraguaya,0.1975,0.801,228357.5,0.8395,9.76E-06,0.1465,-4.5595,0.0629,111.197,0.8295,59,7,1
cumbia peruana,0.920666667,0.429666667,361155.3333,0.433,0.0041512,0.177066667,-8.718333333,0.050633333,95.896,0.395333333,17,3,1
cumbia ranchera,0.9736,0.6079,167800.2,0.36955,0.177661693,0.20566,-11.3674,0.06972,104.8428,0.657,0,3,1
cumbia salvadorena,0.263220303,0.744167965,249766.1965,0.597139827,0.020149746,0.158805108,-8.50335368,0.062998268,112.6715866,0.82759697,43.895671,7,1
cumbia sonidera,0.287680036,0.691821835,229496.7241,0.593859638,0.028949407,0.160669535,-8.171605117,0.071336953,127.3989369,0.797549174,49.22291138,7,1
cumbia villera,0.234,0.797,228274.7143,0.809142857,5.33E-05,0.109514286,-5.036571429,0.049371429,107.4385714,0.856857143,59.14285714,7,1
cyberpunk,0.090381642,0.488349862,282700.4542,0.791780444,0.433170852,0.268394421,-8.240015496,0.054889428,116.8785768,0.291872107,30.41838843,5,1
cymraeg,0.0608,0.568,236067,0.707,0,0.0673,-5.672,0.0582,171.968,0.663,54,3,1
cypriot pop,0.947111111,0.389666667,196995.6667,0.588888889,0.332145778,0.216533333,-8.491555556,0.038,101.9987778,0.751111111,0,5,1
czech classical,0.956293867,0.284999144,354530.0946,0.139136645,0.361235854,0.211258594,-19.76921808,0.053762513,97.85993202,0.167369355,12.63894863,7,1
czech classical piano,0.983666667,0.332833333,395559.8333,0.149716667,0.601333333,0.226583333,-21.39916667,0.056366667,95.82083333,0.144433333,10,7,1
czech contemporary classical,0.721833333,0.4215,159891.6667,0.16,0.550166667,0.094066667,-21.08083333,0.051483333,112.5911667,0.625666667,11.83333333,11,1
czech folk,0.801611111,0.428611111,142865.0556,0.400055556,0.02505903,0.118311111,-10.53755556,0.046011111,132.9211111,0.584444444,14.61111111,5,1
czech hip hop,0.141825,0.652258333,203378.3833,0.835741667,6.05E-07,0.272179167,-5.676133333,0.213548333,100.4071083,0.611516667,10,6,0
czsk hip hop,0.150476923,0.615966667,211191.159,0.861187179,3.72E-07,0.280917949,-4.896197436,0.238606667,98.02091282,0.575202564,12.61538462,6,0
d-beat,1.61E-05,0.244481818,116014.7273,0.940363636,0.119341382,0.162781818,-6.789454545,0.143081818,135.2815455,0.324781818,29.09090909,11,1
dabke,0.901970588,0.4355,233778.8529,0.259773529,0.055279574,0.331058824,-12.02488235,0.044414706,104.2286176,0.390470588,25.70588235,2,0
dakke dak,4.54E-05,0.419,96000,0.974,0.951,0.413,-5.701,0.0427,134.996,0.575,4,5,0
dalarna indie,0.00470605,0.555,150573.5,0.8535,0.000337205,0.4625,-7.482,0.2955,127.991,0.407,34.5,5,1
dallas indie,0.00394,0.305,208947,0.8575,0.0019965,0.17265,-4.999,0.0573,139.575,0.5595,36,0,1
dance pop,0.179638731,0.655162658,231444.2266,0.684811617,0.044060994,0.181894178,-6.529610924,0.087004098,120.2994089,0.545338351,51.28790762,1,1
dance rock,0.166546512,0.579200314,247435.9458,0.688837333,0.133443791,0.196069888,-9.773540692,0.055513324,123.7964801,0.626310326,36.9276769,9,1
dance-punk,0.135631752,0.550375598,239889.1526,0.764957536,0.186418043,0.201539906,-6.440824462,0.068637609,126.4546984,0.54560304,42.3507217,9,1
dancehall,0.167884289,0.733177553,228817.8588,0.663246429,0.014774347,0.17686135,-6.948025392,0.178976872,115.8344774,0.703872525,41.83444549,7,1
